Date,Open,High,Low,Close,Adj Close,Volume
2019-01-16,155.070007,155.779999,154.000000,154.619995,151.327377,1151600
2019-01-17,154.190002,156.000000,154.100006,155.979996,152.658417,1898900
2019-01-18,157.009995,159.350006,156.259995,158.619995,155.242218,1447300
2019-01-22,157.869995,158.490005,156.809998,157.710007,154.351608,982900
2019-01-23,157.729996,158.399994,155.039993,156.149994,152.824799,1358800
2019-01-24,155.470001,156.809998,154.779999,156.500000,153.167343,1007800
2019-01-25,160.000000,161.899994,158.000000,160.910004,157.483444,2060000
2019-01-28,160.669998,161.089996,158.729996,159.889999,156.485153,1364400
2019-01-29,160.419998,163.419998,160.419998,163.240005,159.763840,1354500
2019-01-30,163.729996,165.000000,161.970001,163.979996,160.488068,1037800
2019-01-31,161.770004,165.520004,161.059998,164.389999,160.889343,1305600
2019-02-01,165.000000,166.860001,163.809998,165.889999,162.357407,1102100
2019-02-04,165.750000,166.889999,164.970001,166.880005,163.326309,754600
2019-02-05,167.529999,168.160004,166.679993,167.919998,164.344162,1140500
2019-02-06,168.009995,169.929993,167.000000,169.910004,166.291779,1533500
2019-02-07,169.600006,169.839996,164.990005,166.220001,162.680374,1157400
2019-02-08,165.160004,165.899994,163.529999,165.899994,162.367188,855400
2019-02-11,166.240005,167.690002,165.850006,167.539993,163.972260,1206500
2019-02-12,169.259995,171.470001,168.619995,171.320007,167.671768,1462300
2019-02-13,172.000000,173.399994,171.440002,171.970001,168.307922,1095200
2019-02-14,170.919998,172.119995,169.889999,171.619995,167.965363,882500
2019-02-15,173.460007,174.339996,172.990005,174.080002,170.373001,1326300
2019-02-19,173.279999,175.940002,173.000000,175.110001,171.381058,1074600
2019-02-20,175.300003,178.580002,174.619995,177.639999,173.857162,1789100
2019-02-21,177.529999,178.820007,177.529999,178.669998,174.865250,1243700
2019-02-22,179.820007,180.720001,179.240005,180.119995,176.284348,1401400
2019-02-25,180.490005,182.250000,179.910004,181.169998,177.312012,1145600
2019-02-26,181.119995,182.149994,180.639999,181.449997,177.586044,821200
2019-02-27,181.179993,182.070007,180.429993,181.600006,177.732864,673800
2019-02-28,181.300003,181.850006,180.179993,181.179993,177.321793,1324200
2019-03-01,182.460007,183.509995,179.179993,180.100006,176.264801,1362800
2019-03-04,181.130005,181.130005,178.000000,180.699997,176.852020,1018800
2019-03-05,179.869995,181.000000,179.179993,179.210007,175.393753,796800
2019-03-06,180.679993,181.000000,179.300003,180.300003,176.460526,802400
2019-03-07,180.449997,180.690002,178.309998,179.649994,175.824371,1059800
2019-03-08,179.190002,181.539993,178.449997,181.360001,177.497971,923900
2019-03-11,182.210007,184.070007,181.250000,183.949997,180.032806,884200
2019-03-12,184.419998,185.449997,183.929993,184.050003,180.130692,820100
2019-03-13,184.580002,186.259995,184.580002,185.100006,181.158310,843500
2019-03-14,184.500000,185.649994,183.660004,185.210007,181.265991,1012300
2019-03-15,185.190002,186.789993,184.229996,184.850006,180.913651,1558200
2019-03-18,185.020004,185.710007,183.809998,185.369995,181.422562,871400
2019-03-19,186.440002,186.750000,184.020004,184.899994,180.962570,850800
2019-03-20,184.970001,185.479996,183.679993,184.649994,180.717896,944900
2019-03-21,184.210007,187.479996,184.210007,187.190002,183.203812,691800
2019-03-22,186.029999,187.580002,185.979996,186.300003,182.332764,1573500
2019-03-25,186.350006,187.000000,185.729996,185.919998,181.960861,1178500
2019-03-26,187.029999,187.220001,185.990005,187.160004,183.174454,948600
2019-03-27,187.399994,188.169998,186.229996,187.649994,183.654007,1168400
2019-03-28,188.720001,190.210007,187.809998,190.169998,186.120346,1066400
2019-03-29,189.080002,191.160004,188.940002,190.960007,188.040558,1551100
2019-04-01,192.149994,192.919998,190.389999,191.490005,188.562439,1134700
2019-04-02,191.300003,191.699997,189.149994,190.479996,187.567871,1198700
2019-04-03,191.860001,192.940002,190.330002,191.720001,188.788925,1080800
2019-04-04,192.190002,192.869995,190.419998,191.770004,188.838181,852200
2019-04-05,192.250000,193.600006,191.619995,193.190002,190.236450,769200
2019-04-08,193.550003,194.300003,192.190002,193.029999,190.078888,844100
2019-04-09,191.929993,192.919998,191.089996,192.279999,189.340363,600100
2019-04-10,192.880005,193.190002,192.149994,193.039993,190.088745,594300
2019-04-11,192.490005,193.949997,191.479996,193.550003,190.590942,765800
2019-04-12,194.440002,195.360001,193.740005,194.160004,191.191635,1349200
2019-04-15,193.300003,194.119995,192.279999,193.929993,190.965134,1209400
2019-04-16,194.529999,197.330002,193.910004,197.100006,194.086685,1156800
2019-04-17,198.139999,198.660004,197.119995,197.750000,194.726730,1091000
2019-04-18,198.070007,198.330002,197.100006,198.100006,195.071396,1322900
2019-04-22,197.429993,197.800003,196.339996,196.619995,193.614014,750900
2019-04-23,196.589996,197.210007,195.669998,196.669998,193.663254,992100
2019-04-24,197.449997,201.970001,196.160004,199.419998,196.371201,1741300
2019-04-25,199.410004,200.029999,196.970001,199.600006,196.548462,1118900
2019-04-26,200.330002,203.410004,199.330002,202.570007,199.473038,1055900
2019-04-29,203.000000,204.169998,202.419998,203.570007,200.457779,928900
2019-04-30,204.350006,206.070007,203.690002,205.789993,202.643814,1425600
2019-05-01,206.720001,206.940002,202.149994,202.149994,199.059464,974500
2019-05-02,202.460007,207.720001,201.399994,207.649994,204.475357,1404500
2019-05-03,207.500000,209.860001,207.089996,209.580002,206.375870,1268000
2019-05-06,207.289993,207.529999,205.240005,205.990005,202.840759,2010900
2019-05-07,204.070007,204.429993,199.460007,201.169998,198.094452,1556700
2019-05-08,200.289993,206.399994,200.059998,205.309998,202.171158,1500100
2019-05-09,203.000000,205.059998,200.649994,204.440002,201.314468,1271200
2019-05-10,204.199997,208.630005,203.669998,208.289993,205.105591,1329400
2019-05-13,203.800003,205.949997,201.699997,204.550003,201.422775,1422400
2019-05-14,205.389999,207.360001,204.779999,205.770004,202.624130,1218500
2019-05-15,203.889999,206.529999,203.220001,205.020004,201.885590,920800
2019-05-16,207.050003,209.759995,206.490005,209.429993,206.228149,974200
2019-05-17,208.570007,210.149994,207.860001,209.919998,206.710678,1130600
2019-05-20,208.919998,210.139999,205.000000,205.410004,202.269638,1391800
2019-05-21,206.750000,207.850006,205.429993,206.979996,203.815628,1294900
2019-05-22,206.300003,207.699997,205.279999,206.259995,203.106644,976900
2019-05-23,204.809998,205.369995,202.509995,204.210007,201.087967,1065600
2019-05-24,206.869995,206.869995,204.100006,204.490005,201.363708,776000
2019-05-28,205.220001,205.880005,202.089996,202.240005,199.148102,2362700
2019-05-29,200.710007,203.479996,200.000000,202.979996,199.876770,1183700
2019-05-30,203.059998,204.339996,202.820007,204.240005,201.117523,752000
2019-05-31,202.470001,204.850006,201.770004,203.589996,200.477448,926800
2019-06-03,204.179993,208.960007,203.509995,208.960007,205.765366,1815700
2019-06-04,209.949997,213.679993,209.500000,213.649994,210.383636,1874700
2019-06-05,214.899994,217.279999,212.639999,217.279999,213.958160,1544000
2019-06-06,217.820007,221.910004,216.190002,221.490005,218.103806,1839900
2019-06-07,221.940002,224.460007,221.770004,223.059998,219.649780,1659000
2019-06-10,224.289993,224.610001,221.070007,221.330002,217.946243,1109900
2019-06-11,222.990005,223.339996,218.130005,219.050003,215.701096,1552900
2019-06-12,219.289993,220.529999,219.029999,219.949997,216.587341,1101000
2019-06-13,220.550003,221.399994,218.910004,220.179993,216.813812,921800
2019-06-14,220.279999,220.399994,218.910004,219.250000,215.898041,721000
2019-06-17,219.399994,219.490005,215.580002,216.869995,213.554428,838000
2019-06-18,218.380005,219.770004,217.089996,218.919998,215.573090,941700
2019-06-19,218.779999,220.630005,214.679993,220.389999,217.020615,1342500
2019-06-20,222.100006,222.850006,220.389999,222.050003,218.655228,1397200
2019-06-21,222.429993,223.910004,221.270004,222.139999,218.743851,1542200
2019-06-24,222.770004,225.279999,222.149994,223.639999,220.220932,765100
2019-06-25,224.199997,225.350006,223.580002,224.699997,221.264709,926300
2019-06-26,224.949997,224.979996,221.389999,223.929993,220.506485,843700
2019-06-27,224.369995,225.100006,222.929993,223.500000,220.083069,738700
2019-06-28,223.479996,226.649994,222.610001,226.369995,224.072144,1522000
2019-07-01,227.509995,228.970001,225.110001,228.820007,226.497284,810700
2019-07-02,228.589996,230.270004,227.500000,230.270004,227.932571,729500
2019-07-03,229.820007,231.449997,228.880005,231.399994,229.051086,696600
2019-07-05,229.600006,230.600006,227.630005,230.580002,228.239426,569700
2019-07-08,230.360001,230.490005,227.929993,228.309998,225.992462,1006200
2019-07-09,228.339996,228.339996,225.229996,226.050003,223.755402,1124600
2019-07-10,227.839996,228.490005,225.679993,226.259995,223.963272,848600
2019-07-11,225.500000,227.759995,224.369995,227.759995,225.448044,763100
2019-07-12,226.520004,228.320007,225.360001,227.160004,224.854141,653100
2019-07-15,227.429993,228.199997,226.770004,227.660004,225.349060,701900
2019-07-16,227.669998,228.720001,226.949997,227.100006,224.794754,599500
2019-07-17,227.860001,228.110001,226.160004,226.429993,224.131531,1000900
2019-07-18,224.619995,226.220001,223.809998,225.539993,223.250565,1205300
2019-07-19,225.940002,226.889999,224.419998,224.529999,222.250824,1245000
2019-07-22,225.539993,226.419998,224.860001,226.009995,223.715805,855500
2019-07-23,226.699997,229.270004,225.539993,228.860001,226.536865,939000
2019-07-24,227.570007,228.539993,224.580002,224.860001,222.577484,1106400
2019-07-25,224.000000,227.839996,219.580002,227.649994,225.339157,1292400
2019-07-26,227.720001,230.589996,226.110001,230.550003,228.209717,2272400
2019-07-29,230.660004,231.929993,229.000000,231.190002,228.843231,921600
2019-07-30,230.330002,232.470001,229.250000,231.809998,229.456924,968200
2019-07-31,230.910004,231.600006,225.410004,228.270004,225.952866,2174000
2019-08-01,226.259995,230.850006,225.500000,226.369995,224.072144,1486600
2019-08-02,225.029999,225.059998,220.729996,222.839996,220.577988,938500
2019-08-05,221.089996,222.490005,217.610001,220.059998,217.826202,1369700
2019-08-06,221.000000,221.949997,218.009995,221.419998,219.172394,851000
2019-08-07,220.139999,223.990005,218.509995,223.470001,221.201584,1030600
2019-08-08,225.289993,229.070007,224.639999,227.979996,225.665802,951900
2019-08-09,228.350006,231.210007,227.639999,229.869995,227.536621,1063300
2019-08-12,229.309998,231.490005,226.889999,227.130005,224.824432,766800
2019-08-13,227.750000,232.179993,226.000000,229.669998,227.338654,772500
2019-08-14,226.699997,229.919998,222.500000,222.589996,220.330521,971600
2019-08-15,223.580002,227.259995,222.679993,226.339996,224.042450,1132200
2019-08-16,227.179993,229.399994,225.960007,228.759995,226.437881,713800
2019-08-19,229.339996,230.339996,227.389999,228.570007,226.249832,747900
2019-08-20,226.649994,227.360001,225.050003,225.729996,223.438644,592000
2019-08-21,227.669998,228.940002,226.979996,228.639999,226.319107,584400
2019-08-22,228.589996,229.539993,224.960007,225.279999,222.993225,733100
2019-08-23,225.449997,225.830002,219.419998,220.639999,218.400314,942300
2019-08-26,222.550003,223.429993,221.830002,222.789993,220.528488,641500
2019-08-27,224.460007,225.899994,223.500000,225.539993,223.250565,644500
2019-08-28,225.229996,226.600006,224.000000,225.789993,223.498032,489000
2019-08-29,228.500000,228.929993,224.029999,224.440002,222.161743,948100
2019-08-30,226.649994,226.649994,223.779999,225.919998,223.626709,875100
2019-09-03,223.970001,226.259995,223.690002,225.559998,223.270370,728600
2019-09-04,227.380005,228.380005,226.440002,227.419998,225.111496,647200
2019-09-05,228.960007,229.500000,223.899994,224.570007,222.290436,1233100
2019-09-06,225.210007,226.259995,224.009995,225.589996,223.300064,822900
2019-09-09,225.949997,225.949997,214.820007,216.360001,214.163757,1580100
2019-09-10,216.270004,216.559998,211.990005,213.779999,211.609940,2356400
2019-09-11,213.020004,216.440002,210.369995,216.339996,214.143967,1494100
2019-09-12,218.229996,222.259995,217.830002,220.669998,218.430008,1203500
2019-09-13,220.660004,222.580002,219.970001,222.240005,219.984085,1042500
2019-09-16,221.960007,222.199997,215.149994,215.240005,213.055130,1033800
2019-09-17,216.869995,222.509995,215.460007,221.570007,219.320877,1008900
2019-09-18,222.179993,222.259995,219.550003,221.619995,219.370361,546100
2019-09-19,222.690002,224.190002,221.860001,222.279999,220.023666,858200
2019-09-20,223.330002,223.740005,220.070007,221.550003,219.301071,1149400
2019-09-23,220.240005,222.119995,219.729996,220.460007,218.222153,632500
2019-09-24,220.649994,222.850006,219.789993,220.410004,218.172653,929600
2019-09-25,219.789993,221.050003,218.710007,220.630005,218.390427,573500
2019-09-26,221.339996,224.309998,219.850006,223.289993,221.023407,561300
2019-09-27,224.229996,224.839996,219.880005,221.059998,218.816055,509500
2019-09-30,219.210007,222.100006,218.360001,221.860001,220.766403,659500
2019-10-01,222.529999,223.000000,215.960007,216.479996,215.412918,741700
2019-10-02,213.660004,214.000000,206.960007,210.470001,209.432541,1362500
2019-10-03,210.330002,212.279999,208.589996,210.830002,209.790771,833000
2019-10-04,212.130005,214.899994,211.580002,213.880005,212.825745,770700
2019-10-07,213.330002,215.899994,212.500000,213.960007,212.905350,727800
2019-10-08,213.350006,213.350006,207.660004,207.759995,206.735901,1025300
2019-10-09,210.119995,212.660004,208.820007,211.740005,210.696289,810100
2019-10-10,212.440002,215.770004,211.770004,214.669998,213.611832,741500
2019-10-11,217.529999,219.860001,216.710007,217.289993,216.218918,737600
2019-10-14,216.589996,217.919998,213.740005,213.860001,212.805832,650600
2019-10-15,215.710007,216.759995,214.720001,215.220001,214.159134,679400
2019-10-16,215.039993,215.649994,213.500000,214.210007,213.154114,523900
2019-10-17,214.259995,215.729996,214.179993,214.369995,213.313309,463700
2019-10-18,214.300003,215.649994,213.779999,214.880005,213.820816,633100
2019-10-21,215.720001,215.940002,213.300003,213.500000,212.447601,726300
2019-10-22,213.000000,213.630005,206.699997,206.970001,205.949799,1482600
2019-10-23,208.679993,211.289993,207.429993,210.059998,209.024567,1179800
2019-10-24,211.320007,212.529999,210.710007,211.470001,210.427612,669800
2019-10-25,211.479996,214.119995,210.210007,213.259995,212.208786,570100
2019-10-28,214.089996,214.470001,211.270004,211.479996,210.437561,980200
2019-10-29,211.740005,221.270004,210.949997,217.820007,216.746323,1177000
2019-10-30,216.800003,217.199997,215.029999,216.729996,215.661682,604800
2019-10-31,216.139999,217.289993,212.440002,213.259995,212.208786,1011900
2019-11-01,214.710007,215.660004,213.039993,213.559998,212.507309,738700
2019-11-04,214.929993,215.929993,212.820007,214.419998,213.363068,962200
2019-11-05,213.820007,218.360001,212.960007,216.580002,215.512421,980600
2019-11-06,216.839996,219.169998,215.289993,218.850006,217.771240,1019700
2019-11-07,221.000000,228.429993,218.509995,227.580002,226.458206,1935900
2019-11-08,231.710007,234.610001,230.289993,233.869995,232.717194,1810100
2019-11-11,233.029999,235.490005,232.570007,235.029999,233.871475,906100
2019-11-12,236.130005,237.740005,235.250000,237.009995,235.841721,1152000
2019-11-13,236.720001,238.089996,236.039993,237.520004,236.349213,1175400
2019-11-14,236.380005,238.539993,236.259995,238.179993,237.005951,949500
2019-11-15,239.520004,241.000000,238.630005,240.919998,239.732437,1259800
2019-11-18,239.089996,241.779999,239.089996,241.190002,240.001114,976200
2019-11-19,241.229996,241.899994,240.220001,241.309998,240.120529,816000
2019-11-20,241.059998,241.779999,236.990005,237.899994,236.727325,1199500
2019-11-21,237.279999,238.080002,235.580002,237.639999,236.468613,774000
2019-11-22,237.860001,239.000000,235.250000,237.600006,236.428818,979200
2019-11-25,238.240005,239.119995,233.139999,234.740005,233.582916,1316500
2019-11-26,234.199997,235.820007,232.279999,234.399994,233.244583,1438200
2019-11-27,234.399994,236.309998,233.100006,236.039993,234.876495,685100
